id,original,team,surface,pronunciation,type,org_id,image,image_page
440,池田祥浩,阪神,池田祥浩,イケダヨシヒロ,full,440,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_82963877d6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_82963877d6.svg
440,池田祥浩,阪神,祥浩,ヨシヒロ,given,440,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_82963877d6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_82963877d6.svg
441,池永浩之,西鉄,池永,イケナガ,family,441,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_815b3aa9a4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_815b3aa9a4.svg
441,池永浩之,西鉄,池永浩之,イケナガヒロユキ,full,441,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_815b3aa9a4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_815b3aa9a4.svg
441,池永浩之,西鉄,浩之,ヒロユキ,given,441,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_815b3aa9a4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_815b3aa9a4.svg
442,池永正明,西鉄,池永,イケナガ,family,442,http://commons.wikimedia.org/wiki/Special:FilePath/Ikenaga_1965.jpg,https://commons.wikimedia.org/wiki/File:Ikenaga_1965.jpg
442,池永正明,西鉄,池永正明,イケナガマサアキ,full,442,http://commons.wikimedia.org/wiki/Special:FilePath/Ikenaga_1965.jpg,https://commons.wikimedia.org/wiki/File:Ikenaga_1965.jpg
442,池永正明,西鉄,正明,マサアキ,given,442,http://commons.wikimedia.org/wiki/Special:FilePath/Ikenaga_1965.jpg,https://commons.wikimedia.org/wiki/File:Ikenaga_1965.jpg
443,池野昌之,ロッテ,池野,イケノ,family,443,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_481593f7e8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_481593f7e8.svg
443,池野昌之,ロッテ,池野昌之,イケノマサユキ,full,443,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_481593f7e8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_481593f7e8.svg
443,池野昌之,ロッテ,昌之,マサユキ,given,443,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_481593f7e8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_481593f7e8.svg
444,池之上格,南海-大洋,池之上,イケノウエ,family,444,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f0080112fe.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f0080112fe.svg
444,池之上格,南海-大洋,池之上格,イケノウエトオル,full,444,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f0080112fe.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f0080112fe.svg
444,池之上格,南海-大洋,格,トオル,given,444,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f0080112fe.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f0080112fe.svg
445,池ノ内亮介,広島,池ノ内,イケノウチ,family,445,http://commons.wikimedia.org/wiki/Special:FilePath/Ikenouchiryosuke_150829.JPG,https://commons.wikimedia.org/wiki/File:Ikenouchiryosuke_150829.JPG
445,池ノ内亮介,広島,池ノ内亮介,イケノウチリョウスケ,full,445,http://commons.wikimedia.org/wiki/Special:FilePath/Ikenouchiryosuke_150829.JPG,https://commons.wikimedia.org/wiki/File:Ikenouchiryosuke_150829.JPG
445,池ノ内亮介,広島,亮介,リョウスケ,given,445,http://commons.wikimedia.org/wiki/Special:FilePath/Ikenouchiryosuke_150829.JPG,https://commons.wikimedia.org/wiki/File:Ikenouchiryosuke_150829.JPG
446,池端忠夫,阪神,池端,イケハタ,family,446,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dbf3fb3bfb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dbf3fb3bfb.svg
446,池端忠夫,阪神,池端忠夫,イケハタタダオ,full,446,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dbf3fb3bfb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dbf3fb3bfb.svg
446,池端忠夫,阪神,忠夫,タダオ,given,446,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dbf3fb3bfb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dbf3fb3bfb.svg
447,池辺巌(池辺豪則),大毎・東京・ロッテ-阪神-近鉄,池辺,イケベ,family,447,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d61e7aaa00.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d61e7aaa00.svg
447,池辺巌(池辺豪則),大毎・東京・ロッテ-阪神-近鉄,池辺巌,イケベイワオ,full,447,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d61e7aaa00.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d61e7aaa00.svg
447,池辺巌(池辺豪則),大毎・東京・ロッテ-阪神-近鉄,巌,イワオ,given,447,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d61e7aaa00.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d61e7aaa00.svg
447,池辺豪則(池辺巌),大毎・東京・ロッテ-阪神-近鉄,池辺豪則,イケベタケノリ,full,448,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ffae71e0e8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ffae71e0e8.svg
447,池辺豪則(池辺巌),大毎・東京・ロッテ-阪神-近鉄,豪則,タケノリ,given,448,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ffae71e0e8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ffae71e0e8.svg
449,池末和隆,ヤクルト,池末,イケマツ,family,449,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7d571a6b04.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7d571a6b04.svg
449,池末和隆,ヤクルト,池末和隆,イケマツカズタカ,full,449,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7d571a6b04.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7d571a6b04.svg
449,池末和隆,ヤクルト,和隆,カズタカ,given,449,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7d571a6b04.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7d571a6b04.svg
450,池谷蒼大,DeNA,池谷,イケヤ,family,450,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3f1e619d00.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3f1e619d00.svg
450,池谷蒼大,DeNA,池谷蒼大,イケヤソウタ,full,450,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3f1e619d00.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3f1e619d00.svg
450,池谷蒼大,DeNA,蒼大,ソウタ,given,450,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3f1e619d00.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3f1e619d00.svg
451,池山隆寛,ヤクルト,池山,イケヤマ,family,451,http://commons.wikimedia.org/wiki/Special:FilePath/Takahiro_Ikeyama_as_manager.jpg,https://commons.wikimedia.org/wiki/File:Takahiro_Ikeyama_as_manager.jpg
451,池山隆寛,ヤクルト,池山隆寛,イケヤマタカヒロ,full,451,http://commons.wikimedia.org/wiki/Special:FilePath/Takahiro_Ikeyama_as_manager.jpg,https://commons.wikimedia.org/wiki/File:Takahiro_Ikeyama_as_manager.jpg
451,池山隆寛,ヤクルト,隆寛,タカヒロ,given,451,http://commons.wikimedia.org/wiki/Special:FilePath/Takahiro_Ikeyama_as_manager.jpg,https://commons.wikimedia.org/wiki/File:Takahiro_Ikeyama_as_manager.jpg
452,伊香輝男,近鉄,伊香,イコウ,family,452,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_53dee89f8e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_53dee89f8e.svg
452,伊香輝男,近鉄,伊香輝男,イコウテルオ,full,452,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_53dee89f8e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_53dee89f8e.svg
452,伊香輝男,近鉄,輝男,テルオ,given,452,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_53dee89f8e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_53dee89f8e.svg
453,生駒雅紀,日本ハム,生駒,イコマ,family,453,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_4e0dc41b1b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_4e0dc41b1b.svg
453,生駒雅紀,日本ハム,生駒雅紀,イコママサキ,full,453,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_4e0dc41b1b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_4e0dc41b1b.svg
453,生駒雅紀,日本ハム,雅紀,マサキ,given,453,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_4e0dc41b1b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_4e0dc41b1b.svg
454,井坂亮平,楽天,井坂,イサカ,family,454,http://commons.wikimedia.org/wiki/Special:FilePath/R_isaka20140508.jpg,https://commons.wikimedia.org/wiki/File:R_isaka20140508.jpg
454,井坂亮平,楽天,井坂亮平,イサカリョウヘイ,full,454,http://commons.wikimedia.org/wiki/Special:FilePath/R_isaka20140508.jpg,https://commons.wikimedia.org/wiki/File:R_isaka20140508.jpg
454,井坂亮平,楽天,亮平,リョウヘイ,given,454,http://commons.wikimedia.org/wiki/Special:FilePath/R_isaka20140508.jpg,https://commons.wikimedia.org/wiki/File:R_isaka20140508.jpg
455,井崎勤也(前岡勤也),大阪-中日,井崎,イザキ,family,455,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d7320a3843.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d7320a3843.svg
455,井崎勤也(前岡勤也),大阪-中日,井崎勤也,イザキキンヤ,full,455,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d7320a3843.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d7320a3843.svg
455,井崎勤也(前岡勤也),大阪-中日,勤也,キンヤ,given,455,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d7320a3843.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d7320a3843.svg
455,前岡勤也(井崎勤也),大阪-中日,前岡,マエオカ,family,6775,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_5fdcfef5c7.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_5fdcfef5c7.svg
455,前岡勤也(井崎勤也),大阪-中日,前岡勤也,マエオカキンヤ,full,6775,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_5fdcfef5c7.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_5fdcfef5c7.svg
455,前岡勤也(井崎勤也),大阪-中日,勤也,キンヤ,given,6775,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_5fdcfef5c7.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_5fdcfef5c7.svg
456,伊沢修,大阪,伊沢,イザワ,family,456,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_21a134a126.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_21a134a126.svg
456,伊沢修,大阪,伊沢修,イザワオサム,full,456,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_21a134a126.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_21a134a126.svg
456,伊沢修,大阪,修,オサム,given,456,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_21a134a126.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_21a134a126.svg
457,伊沢修(西村修),大阪,伊沢,イザワ,family,457,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3644a27b34.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3644a27b34.svg
457,伊沢修(西村修),大阪,伊沢修,イザワオサム,full,457,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3644a27b34.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3644a27b34.svg
457,伊沢修(西村修),大阪,修,オサム,given,457,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3644a27b34.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3644a27b34.svg
457,西村修(伊沢修),大阪,西村,ニシムラ,family,5468,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0a43be8189.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0a43be8189.svg
457,西村修(伊沢修),大阪,西村修,ニシムラオサム,full,5468,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0a43be8189.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0a43be8189.svg
457,西村修(伊沢修),大阪,修,オサム,given,5468,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0a43be8189.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0a43be8189.svg
458,石井秋雄,イーグルス,石井,イシイ,family,458,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_5cbb3a300c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_5cbb3a300c.svg
458,石井秋雄,イーグルス,石井秋雄,イシイアキオ,full,458,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_5cbb3a300c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_5cbb3a300c.svg
458,石井秋雄,イーグルス,秋雄,アキオ,given,458,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_5cbb3a300c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_5cbb3a300c.svg
459,石井昭男,中日,石井,イシイ,family,459,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_4dab3e77cb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_4dab3e77cb.svg
459,石井昭男,中日,石井昭男,イシイアキオ,full,459,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_4dab3e77cb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_4dab3e77cb.svg
459,石井昭男,中日,昭男,アキオ,given,459,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_4dab3e77cb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_4dab3e77cb.svg
460,石井晶,阪急,石井,イシイ,family,460,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ede97a0a4a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ede97a0a4a.svg
460,石井晶,阪急,石井晶,イシイアキラ,full,460,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ede97a0a4a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ede97a0a4a.svg
460,石井晶,阪急,晶,アキラ,given,460,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ede97a0a4a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ede97a0a4a.svg
461,石井一成,日本ハム-西武,石井,イシイ,family,461,http://commons.wikimedia.org/wiki/Special:FilePath/Ishii38.jpg,https://commons.wikimedia.org/wiki/File:Ishii38.jpg
